414,616
4058,6444
682,1756
3800,4979
1292,4124
871,1208
1696,3358
2381,2416
2543,4444
1819,2889
3631,6657
3115,6151
404,2160
815,1072
1821,5720
3325,4470
4373,6508
4387,8028
3250,5288
4459,7965
589,1997
4756,7013
3714,7710
3372,4127
3926,5232
3607,4185
4333,6911
2584,5860
1498,2273
4675,4924
2884,3330
3314,5150
3287,5299
4143,7357
2551,2913
4146,7290
4308,6279
4328,7852
2670,4580
3041,6736
4336,5969
22,1146
75,1413
1671,5309
1662,3482
2102,4362
87,2555
2063,5097
3219,4765
1475,4978
2208,4037
4336,5838
3577,6894
4181,5574
2102,2421
566,1043
227,982
1448,2737
1818,3390
4540,4799
1696,3123
4492,6525
1520,2591
1347,4549
41,3929
210,1053
1138,2735
2759,3966
3946,6577
800,1864
4490,5036
3412,6318
992,1190
1487,2758
3000,5914
3508,4753
3352,5562
397,762
4231,7583
1245,5171
4298,7084
4895,6472
224,2515
2856,6394
905,1499
4622,7469
2121,2253
200,1155
2053,3130
2213,5091
543,2205
1295,4196
2285,5841
236,1879
3995,6555
3733,7332
882,1161
3968,4418
582,3697
2729,5648
833,1473
3768,4145
1519,4608
3868,4817
3990,4773
1971,4702
3964,7891
3501,3905
4601,6916
4469,5917
3562,5472
4964,7111
1591,4509
2542,3982
4003,7944
4042,4928
4832,7303
4184,4233
365,4214
4705,6333
1537,4487
4774,6877
4288,6006
3526,5074
2061,3651
3641,5009
1073,2270
471,1204
3685,7636
817,1291
2498,5852
3926,4412
4669,5068
4823,5110
4072,7748
1193,3680
4092,6179
4053,5759
581,3467
4608,5211
686,2867
2569,2607
3486,6604
4084,5735
96,2202
1897,2746
2294,2627
1251,3582
3910,3961
3528,5040
3203,6783
4089,6203
1653,1665
4142,7298
4747,8060
1977,5020
2394,6279
4867,5037
929,2932
1470,5246
4167,6421
470,4243
3404,4317
684,4112
1162,2202
2097,4016
955,991
4328,7037
536,1092
459,3092
4873,6451
1200,2739
4795,7075
4849,5775
1727,4979
921,2664
1426,5406
2813,5766
1593,2402
4563,6950
972,1722
402,2625
809,4348
916,932
1897,4681
3384,7105
1409,4090
3702,6701
3898,4738
1212,4275
327,1874
1152,2581
2756,5900
439,603
555,2875
1600,1613
4665,6966
3131,3647
3288,6375
1613,2842
3659,6013
2352,6300
1164,2791
1410,5345
3113,6770
182,708
50,1109
4921,6755
2984,3030
3388,6299
4389,4862
2072,4516
2174,5854
3896,7441
4245,4678
4749,6003
2704,6619
998,3704
1751,2835
2170,3147
1819,5265
1095,4730
45,1502
793,1413
4441,5890
2584,4909
1761,2054
144,3905
1538,2335
3786,5025
694,3350
1658,2085
3921,7355
3326,5747
1458,2589
3510,4845
3099,4645
4175,7484
1282,4103
3154,4837
2868,6633
1276,1863
1692,5400
3457,3826
1079,3418
1360,1990
2452,3925
2702,6583
1433,1760
3608,7076
1823,2647
2707,3212
4607,7046
2999,4892
648,3695
1183,3308
2241,3824
4677,8497
1959,5378
4287,5383
3294,3809
2376,2538
106,1746
2665,6053
2849,5831
1591,3431
3342,6739
2945,2970
1068,3139
2915,3787
4992,7265
3122,6681
2995,5384
1041,1741
1530,4888
2698,3610
2731,5477
3106,5866
2430,3497
1422,4438
2183,2797
4475,8182
198,2355
1980,3937
3826,5940
4947,7737
19,224
4087,4175
4827,5557
4082,5371
4176,5044
3526,5574
4393,6718
4654,6311
930,3419
997,3823
113,2452
2306,5861
1335,2812
590,2590
3203,6214
35,1466
2105,5397
1946,5010
2554,3566
2353,5204
2598,3437
3144,4079
587,4113
4624,6886
4550,5700
3426,4030
2839,6817
524,1917
2330,4202
4035,4444
3902,6721
889,4707
4665,6489
4976,8922
1967,5003
1707,3403
3627,7114
1451,5193
97,1620
433,2145
2020,2801
2373,4203
2298,4834
712,3181
528,3481
1435,4945
1830,3701
2840,4877
4227,5587
3162,5208
1082,1736
2978,5236
931,1760
4784,5374
3001,4654
3530,6781
4804,7356
3041,3877
4445,7081
4300,5754
4517,6310
226,2274
1167,2305
3839,5178
2377,3829
4747,7376
3355,5055
3088,7088
1907,3222
3971,6964
3644,3951
2345,4771
635,1941
4489,7214
777,1202
4113,5044
3395,5050
1796,3949
301,1917
1542,3545
754,2730
2634,5799
312,2011
2644,5300
2300,4444
121,1204
2266,3141
758,2150
243,738
1745,5699
4102,4799
2350,3245
1410,2415
4322,5180
706,2535
4044,6962
386,3744
25,2129
2054,2749
1476,3306
551,1119
3426,3942
2014,4082
2173,4159
3451,3646
1333,1438
1093,3319
2703,4204
4506,7346
4730,8156
3548,7320
3915,3935
1807,2351
484,4332
1474,4149
2326,3199
4670,8262
1289,2978
3731,5541
3333,5612
2556,3313
2105,2977
716,2577
2528,5676
81,604
3582,5521
2289,4229
4521,7457
1141,4693
1965,3636
1790,5452
3850,5540
1359,2452
241,3801
2161,3288
1480,4990
4386,8372
4047,6627
4683,7569
3500,5318
3535,6845
852,3451
4958,8723
3330,4475
1026,1863
2185,2831
2808,4930
426,2755
4090,6762
2538,5228
1324,1534
3429,4270
2187,2621
3133,3731
2841,6760
1570,2028
306,1894
2523,6230
771,1628
2670,5482
3113,5753
4855,5905
3430,6238
3547,5203
3900,6129
4365,6070
4206,7396
3248,4333
1627,5485
3853,4007
2042,5375
1106,2137
4366,6112
4751,7373
4246,4539
3189,4403
1837,2890
2057,5344
2899,6664
3067,6804
41,1028
2464,4117
3926,4291
4930,6178
452,2322
2176,5802
3056,5282
3579,5687
17,3574
12,2283
2274,3973
537,2377
4207,6456
387,526
1155,1165
400,827
1185,5167
2008,4983
32,2647
3855,5775
2012,5018
4109,7161
2112,5550
1476,3511
2142,3089
3816,4132
4153,5499
1515,2128
1160,1570
4867,8828
3775,6093
4194,5765
2056,4559
3526,5426
1725,3352
1006,1834
3235,3888
1872,4295
1767,5067
637,2909
3484,3817
2543,3797
640,3469
2655,4267
4718,5352
4285,8147
4481,6954
3979,4055
2770,6303
398,1575
215,1071
2638,5001
4357,6235
4321,8256
2879,4957
4323,6039
3767,4441
3903,5684
4745,4803
3074,3503
1339,3135
3682,7300
3831,5837
430,3884
1438,2479
4728,8639
1429,4857
1981,2661
1843,3662
2322,4979
3875,7723
2590,3744
670,2972
285,2948
4004,7669
2611,3160
1039,3030
4497,5754
1170,4480
4686,6834
508,3589
3179,4188
4562,4686
3359,6018
2580,4876
2615,3528
4420,4520
1595,1745
4330,8315
1766,1846
4666,5252
4014,5607
1847,5491
3564,4627
2037,4172
4222,7666
4020,7254
132,948
92,2255
446,3716
4931,7128
